clas_gt,emg0,emg1,emg2,emg3,emg4,emg5,emg6,emg7,joint_angles0,joint_angles1,joint_angles2,joint_angles3,joint_angles4,joint_angles5,joint_angles6,joint_angles7,joint_angles8,joint_angles9,joint_angles10,joint_angles11,joint_angles12,joint_angles13,joint_angles14
1,225,259,171,134,107,46,165,84,0.6998046041,0.144113332,0.4467513561,0.3255984485,0.3470933139,0.4174401462,0.4621397257,0.547142148,0.4892525673,0.551538825,0.5105031729,0.5134342909,0.4255007207,0.4171958864,0.554469943
1,112,241,241,104,46,28,53,45,0.6919882894,0.144113332,0.4562774897,0.3255984485,0.3470933139,0.4267220199,0.4621397257,0.547142148,0.4892525673,0.551538825,0.5105031729,0.5134342909,0.4255007207,0.4252564609,0.554469943
1,123,155,137,128,71,39,59,47,0.6919882894,0.144113332,0.4562774897,0.3255984485,0.3470933139,0.4267220199,0.4621397257,0.547142148,0.4892525673,0.551538825,0.5105031729,0.5134342909,0.4255007207,0.4252564609,0.554469943
1,176,205,146,117,101,42,58,44,0.6919882894,0.144113332,0.4562774897,0.3255984485,0.3470933139,0.4054714143,0.4621397257,0.547142148,0.4892525673,0.5432339907,0.5105031729,0.5134342909,0.4171958864,0.4252564609,0.554469943
1,154,202,105,205,81,31,61,52,0.6834391952,0.144113332,0.4562774897,0.3255984485,0.3470933139,0.4054714143,0.4457743168,0.5390815735,0.5065950155,0.5244259834,0.5188080072,0.5232046843,0.4071812332,0.4252564609,0.554469943
1,148,189,100,145,55,38,50,210,0.6834391952,0.144113332,0.4562774897,0.3255984485,0.3470933139,0.4054714143,0.4457743168,0.5390815735,0.5065950155,0.5244259834,0.5188080072,0.5232046843,0.4071812332,0.4252564609,0.554469943
1,141,146,144,112,42,39,49,214,0.6834391952,0.144113332,0.4562774897,0.3255984485,0.3470933139,0.4054714143,0.4457743168,0.5390815735,0.5146555901,0.5244259834,0.5188080072,0.5232046843,0.3993649185,0.4252564609,0.554469943
1,139,188,189,123,60,35,61,224,0.6834391952,0.144113332,0.4640938044,0.3334147632,0.3470933139,0.4054714143,0.4457743168,0.5390815735,0.5146555901,0.5244259834,0.5188080072,0.5232046843,0.3993649185,0.4252564609,0.554469943
1,131,193,226,129,67,34,61,107,0.6834391952,0.144113332,0.4555447102,0.3334147632,0.3470933139,0.4054714143,0.4457743168,0.5390815735,0.5146555901,0.5244259834,0.5188080072,0.5232046843,0.3993649185,0.4252564609,0.554469943
1,118,240,162,145,101,53,37,48,0.6744015813,0.144113332,0.4555447102,0.3429408967,0.3470933139,0.3974108398,0.4457743168,0.5390815735,0.5146555901,0.5244259834,0.5188080072,0.5232046843,0.3993649185,0.4252564609,0.554469943
1,125,196,157,143,150,54,35,45,0.6660967469,0.1526624262,0.4555447102,0.3429408967,0.3470933139,0.4145090282,0.4548119307,0.5390815735,0.5146555901,0.5329750776,0.5188080072,0.5232046843,0.4081582725,0.4252564609,0.554469943
1,127,187,107,124,134,49,43,52,0.6660967469,0.1526624262,0.4555447102,0.3429408967,0.3553981483,0.4240351617,0.4548119307,0.5390815735,0.5146555901,0.5329750776,0.5188080072,0.5232046843,0.4081582725,0.4252564609,0.554469943
1,112,243,170,114,85,39,44,49,0.6660967469,0.1526624262,0.4643380642,0.3429408967,0.3637029827,0.511724472,0.4736199379,0.5468978882,0.5146555901,0.5613092184,0.5188080072,0.5232046843,0.4245236814,0.4252564609,0.554469943
1,114,199,248,126,57,36,68,66,0.6660967469,0.1614557952,0.4643380642,0.3429408967,0.3637029827,0.5224719048,0.4816805124,0.5468978882,0.5053737164,0.5691255331,0.510258913,0.5232046843,0.4340498149,0.4252564609,0.554469943
1,188,203,204,155,81,42,65,70,0.6660967469,0.1614557952,0.4643380642,0.3429408967,0.3637029827,0.5224719048,0.4816805124,0.5468978882,0.497068882,0.5691255331,0.510258913,0.5232046843,0.4340498149,0.4252564609,0.554469943
1,223,262,190,149,81,48,64,67,0.6660967469,0.1614557952,0.4643380642,0.3429408967,0.3637029827,0.5224719048,0.4816805124,0.5468978882,0.497068882,0.5691255331,0.510258913,0.5232046843,0.4340498149,0.4252564609,0.554469943
1,238,358,199,220,109,55,82,70,0.6741573215,0.1614557952,0.4731314182,0.3429408967,0.3637029827,0.5679042339,0.4978016615,0.5556912422,0.468979001,0.5862237215,0.510258913,0.5232046843,0.4516365528,0.4252564609,0.554469943
1,207,265,235,173,68,42,63,66,0.6741573215,0.1614557952,0.4731314182,0.3429408967,0.3637029827,0.5679042339,0.4978016615,0.5556912422,0.468979001,0.5862237215,0.510258913,0.5232046843,0.4516365528,0.4252564609,0.554469943
1,103,174,156,87,35,36,61,45,0.6741573215,0.1614557952,0.4816805124,0.3429408967,0.3637029827,0.5771861076,0.4978016615,0.5556912422,0.4606741667,0.5947728157,0.510258913,0.5232046843,0.4516365528,0.4252564609,0.554469943
1,96,141,142,76,30,37,61,43,0.6741573215,0.1614557952,0.4816805124,0.3429408967,0.3637029827,0.5771861076,0.4978016615,0.5556912422,0.4606741667,0.5947728157,0.510258913,0.5232046843,0.4516365528,0.4252564609,0.554469943
1,70,99,108,82,51,29,30,30,0.6741573215,0.1536394656,0.4723986387,0.3517342508,0.3637029827,0.5175867081,0.489741087,0.5556912422,0.4875427485,0.5664386749,0.510258913,0.5232046843,0.4435759783,0.4252564609,0.554469943
1,65,87,56,77,56,30,39,28,0.6927210689,0.145578891,0.4553004503,0.3597948253,0.3637029827,0.4506595135,0.4709330797,0.5556912422,0.5239374638,0.5405471325,0.510258913,0.532486558,0.4259892404,0.4252564609,0.554469943
1,39,87,123,85,65,30,25,28,0.6927210689,0.145578891,0.4474841356,0.3597948253,0.3637029827,0.4198827446,0.4609184265,0.5478749275,0.532486558,0.5315095186,0.510258913,0.532486558,0.4179286659,0.4252564609,0.554469943
1,40,101,114,96,59,32,24,24,0.6927210689,0.1365412772,0.4474841356,0.3693209589,0.3637029827,0.4020517766,0.4482169151,0.5395700932,0.5410356522,0.5124572515,0.5024425983,0.5407913923,0.4098680913,0.4174401462,0.554469943
1,140,288,299,157,71,42,107,60,0.6963849664,0.1585246772,0.4408891201,0.3466047943,0.3177821338,0.4235466421,0.4235466421,0.5569125414,0.4814362526,0.5498290062,0.5092818737,0.4914509058,0.4279433191,0.4174401462,0.5464093685
1,112,161,251,195,76,39,77,47,0.6963849664,0.1585246772,0.4408891201,0.3466047943,0.3177821338,0.4408891201,0.4320957363,0.5569125414,0.4814362526,0.5498290062,0.5092818737,0.4995114803,0.4279433191,0.4174401462,0.5464093685
1,90,154,187,138,64,37,85,38,0.7054225802,0.1507083476,0.4408891201,0.354421109,0.3365901411,0.4807034731,0.4501709938,0.5569125414,0.4892525673,0.5586223602,0.5092818737,0.5078163147,0.436980933,0.4174401462,0.5464093685
1,154,155,218,144,62,42,75,49,0.7054225802,0.1507083476,0.4408891201,0.354421109,0.3466047943,0.4807034731,0.4501709938,0.5569125414,0.5053737164,0.5586223602,0.5092818737,0.5078163147,0.436980933,0.4174401462,0.5464093685
1,128,181,215,171,132,46,38,37,0.7054225802,0.1507083476,0.4408891201,0.354421109,0.3466047943,0.4807034731,0.4501709938,0.5569125414,0.5053737164,0.5586223602,0.5092818737,0.5078163147,0.436980933,0.4174401462,0.5464093685
1,107,189,211,170,135,44,34,31,0.7054225802,0.1428920329,0.4489496946,0.354421109,0.3546653688,0.4807034731,0.4582315683,0.5569125414,0.5131900311,0.5586223602,0.5092818737,0.5078163147,0.436980933,0.4174401462,0.5464093685
1,70,135,193,139,77,28,26,26,0.6976062655,0.1428920329,0.4489496946,0.354421109,0.3546653688,0.4721543789,0.4582315683,0.5569125414,0.5131900311,0.5586223602,0.5092818737,0.5166096687,0.436980933,0.4174401462,0.5464093685
1,56,121,198,142,80,33,26,25,0.6976062655,0.1428920329,0.4489496946,0.3624816835,0.3637029827,0.4721543789,0.4582315683,0.5569125414,0.5131900311,0.5586223602,0.5092818737,0.5166096687,0.436980933,0.4174401462,0.5464093685
1,66,136,156,143,107,35,24,26,0.6976062655,0.1428920329,0.4489496946,0.3624816835,0.3637029827,0.4423546791,0.4582315683,0.5483634472,0.5219833851,0.5586223602,0.5092818737,0.5166096687,0.436980933,0.4174401462,0.5464093685
1,105,153,120,152,75,32,28,48,0.6976062655,0.1428920329,0.4489496946,0.3624816835,0.3637029827,0.4208597839,0.4582315683,0.5403028727,0.5305324793,0.5478749275,0.5002442598,0.5166096687,0.436980933,0.4174401462,0.5464093685
1,61,120,119,131,51,27,25,36,0.7078651786,0.1350757182,0.4489496946,0.3624816835,0.3637029827,0.4130434692,0.448461175,0.5403028727,0.538348794,0.5393258333,0.5002442598,0.5249145031,0.436980933,0.4174401462,0.5464093685
1,66,140,154,74,50,31,26,28,0.7166585326,0.1350757182,0.4489496946,0.3712750375,0.3637029827,0.4130434692,0.448461175,0.5403028727,0.538348794,0.5393258333,0.5002442598,0.5249145031,0.4291646183,0.4174401462,0.5464093685
1,140,240,172,104,71,41,65,54,0.6897899508,0.1436248124,0.4489496946,0.3634587228,0.3637029827,0.4533463717,0.448461175,0.5403028727,0.538348794,0.5393258333,0.5002442598,0.5249145031,0.4291646183,0.4174401462,0.5464093685
1,291,276,368,207,113,58,80,109,0.6814851165,0.1626770943,0.4489496946,0.3556424081,0.3637029827,0.4841231108,0.448461175,0.5403028727,0.511724472,0.5559355021,0.5002442598,0.5151441097,0.4291646183,0.4174401462,0.5464093685
1,243,296,355,199,101,54,51,97,0.6912555099,0.1626770943,0.4489496946,0.3478260934,0.3553981483,0.5249145031,0.4592086077,0.5481191874,0.4929164648,0.5725451708,0.5002442598,0.498534441,0.4477283955,0.4174401462,0.5283341408
1,242,269,252,170,106,47,58,110,0.6912555099,0.1626770943,0.4582315683,0.3392769992,0.3475818336,0.5820713043,0.4592086077,0.5569125414,0.466047883,0.5813385248,0.5002442598,0.4887640476,0.4638495445,0.4174401462,0.5283341408
1,163,231,357,213,76,44,77,78,0.6912555099,0.1626770943,0.467513442,0.3392769992,0.3475818336,0.5820713043,0.4592086077,0.5569125414,0.466047883,0.5901318789,0.5095261335,0.4887640476,0.4638495445,0.4174401462,0.5283341408
1,161,316,330,165,59,45,58,72,0.6912555099,0.1548607647,0.4838788509,0.3392769992,0.3475818336,0.6152906418,0.467513442,0.5647288561,0.4496824741,0.5986809731,0.5175867081,0.4887640476,0.4719101191,0.4174401462,0.5283341408
1,212,577,454,235,91,55,52,100,0.6990718246,0.1548607647,0.4919394255,0.3392769992,0.3475818336,0.6152906418,0.467513442,0.5647288561,0.4496824741,0.5986809731,0.5175867081,0.4887640476,0.4719101191,0.4174401462,0.5283341408
1,262,630,443,263,120,62,57,101,0.6990718246,0.1548607647,0.4763067961,0.3392769992,0.3475818336,0.5974596739,0.467513442,0.5647288561,0.4496824741,0.5986809731,0.5175867081,0.4887640476,0.4719101191,0.4174401462,0.5283341408
1,224,517,326,243,164,71,54,86,0.6990718246,0.1548607647,0.4680019617,0.3392769992,0.3475818336,0.5891548395,0.4770395756,0.5566682816,0.4416218996,0.5986809731,0.4892525673,0.5070835352,0.4719101191,0.4079140127,0.5283341408
1,160,382,229,210,147,63,49,72,0.7076209188,0.171958968,0.4680019617,0.3392769992,0.3475818336,0.5891548395,0.4946262836,0.5488519669,0.4330727756,0.5986809731,0.4809477329,0.5229604244,0.4719101191,0.3991206586,0.5283341408
1,164,325,259,188,115,47,32,53,0.7076209188,0.171958968,0.4848558903,0.3392769992,0.3556424081,0.597215414,0.5026868582,0.5488519669,0.4330727756,0.6069858074,0.4809477329,0.5229604244,0.4802149534,0.3991206586,0.5283341408
1,121,276,230,141,68,37,53,57,0.7156814933,0.1626770943,0.4848558903,0.3392769992,0.3556424081,0.597215414,0.5026868582,0.5488519669,0.4330727756,0.6069858074,0.4809477329,0.5229604244,0.4802149534,0.3991206586,0.5283341408
1,119,221,445,206,59,40,75,65,0.7156814933,0.1543722451,0.4848558903,0.3392769992,0.3556424081,0.597215414,0.5026868582,0.5488519669,0.4330727756,0.6069858074,0.4809477329,0.5144113302,0.4802149534,0.3991206586,0.5283341408
1,205,241,405,178,41,38,97,73,0.7156814933,0.1543722451,0.4848558903,0.3392769992,0.3556424081,0.597215414,0.5026868582,0.5488519669,0.4330727756,0.6069858074,0.4809477329,0.5144113302,0.4802149534,0.3991206586,0.5283341408
1,179,272,367,142,47,42,93,62,0.7156814933,0.1543722451,0.4848558903,0.3392769992,0.3556424081,0.5808500051,0.4948705435,0.5578895807,0.4330727756,0.6069858074,0.4887640476,0.5144113302,0.4802149534,0.407425493,0.5361504555
1,141,260,323,136,53,34,93,68,0.7156814933,0.1543722451,0.4770395756,0.3392769992,0.3470933139,0.5808500051,0.4841231108,0.5578895807,0.4250122011,0.5989252329,0.4887640476,0.5053737164,0.4723986387,0.407425493,0.5361504555
1,236,286,341,165,71,43,105,84,0.7156814933,0.1543722451,0.4770395756,0.3392769992,0.3470933139,0.5808500051,0.4841231108,0.5578895807,0.4250122011,0.5989252329,0.4887640476,0.5053737164,0.4723986387,0.407425493,0.5361504555
1,119,211,347,173,52,37,87,56,0.723497808,0.1543722451,0.4770395756,0.3392769992,0.3470933139,0.5901318789,0.4841231108,0.5578895807,0.4250122011,0.5989252329,0.4887640476,0.497068882,0.4723986387,0.407425493,0.5361504555
1,111,246,424,165,47,38,84,70,0.723497808,0.1543722451,0.4770395756,0.3392769992,0.3470933139,0.5889105797,0.4841231108,0.5657058954,0.4250122011,0.5989252329,0.4965803623,0.497068882,0.4723986387,0.407425493,0.5361504555
1,124,178,350,142,49,30,67,48,0.723497808,0.1543722451,0.4770395756,0.3392769992,0.3470933139,0.5686370134,0.4841231108,0.5657058954,0.4250122011,0.5989252329,0.4965803623,0.497068882,0.4723986387,0.407425493,0.5361504555
1,105,212,214,137,55,36,64,49,0.723497808,0.1543722451,0.4770395756,0.3392769992,0.3470933139,0.547142148,0.4758182764,0.5657058954,0.4347825944,0.5989252329,0.4965803623,0.497068882,0.4723986387,0.407425493,0.5361504555
1,123,176,386,204,113,66,50,61,0.723497808,0.1543722451,0.4770395756,0.3392769992,0.3470933139,0.4907181263,0.4758182764,0.5576453209,0.4511480331,0.5808500051,0.5046409369,0.497068882,0.4567660093,0.4154860675,0.5361504555
1,269,161,364,184,107,55,67,81,0.7147044539,0.1543722451,0.4770395756,0.3392769992,0.3470933139,0.4907181263,0.467513442,0.5576453209,0.4511480331,0.5808500051,0.5046409369,0.5051294565,0.4567660093,0.4154860675,0.5361504555
1,171,185,205,140,60,35,53,77,0.6988275647,0.1543722451,0.4946262836,0.3392769992,0.3470933139,0.4907181263,0.467513442,0.5576453209,0.4765510559,0.5705910921,0.5214948654,0.5129457712,0.4404006004,0.4235466421,0.5361504555
1,142,171,357,163,72,33,34,65,0.6988275647,0.1543722451,0.4946262836,0.3392769992,0.3470933139,0.4907181263,0.467513442,0.5576453209,0.4765510559,0.5705910921,0.5214948654,0.5129457712,0.4404006004,0.4235466421,0.5361504555
1,106,300,338,212,105,41,34,45,0.6988275647,0.1543722451,0.4946262836,0.3392769992,0.3470933139,0.4907181263,0.467513442,0.5576453209,0.4765510559,0.5625305176,0.5214948654,0.5129457712,0.4404006004,0.4235466421,0.5439667702
1,92,270,243,326,178,55,36,47,0.6746458411,0.1543722451,0.4946262836,0.3480703533,0.3553981483,0.4540791512,0.467513442,0.5576453209,0.4948705435,0.5625305176,0.5214948654,0.5129457712,0.4404006004,0.4235466421,0.5439667702
1,92,224,211,157,87,36,50,42,0.6746458411,0.1543722451,0.4858329296,0.3480703533,0.3553981483,0.4540791512,0.467513442,0.5576453209,0.4948705435,0.5625305176,0.5214948654,0.5210063457,0.4404006004,0.4235466421,0.5439667702
1,103,257,194,162,103,40,55,43,0.6656082273,0.1543722451,0.4780166149,0.3615046442,0.3637029827,0.4540791512,0.4760625362,0.5498290062,0.5034196377,0.5625305176,0.5129457712,0.5290669203,0.4404006004,0.4235466421,0.5439667702
1,122,226,119,260,138,51,46,42,0.6739130616,0.1543722451,0.4780166149,0.3698094785,0.3881289661,0.4540791512,0.4934049845,0.5498290062,0.5114802122,0.5881778002,0.4953590631,0.5371274948,0.4496824741,0.4235466421,0.5439667702
1,81,152,236,125,72,35,46,39,0.6827064157,0.1458231509,0.4780166149,0.3698094785,0.39716658,0.4623839855,0.5019540787,0.5498290062,0.5283341408,0.597215414,0.4953590631,0.5371274948,0.466047883,0.4235466421,0.5439667702
1,109,174,252,125,88,40,53,50,0.6827064157,0.1458231509,0.4780166149,0.3698094785,0.39716658,0.4623839855,0.5019540787,0.5420126915,0.5283341408,0.597215414,0.4953590631,0.5371274948,0.466047883,0.4235466421,0.5439667702
1,175,296,183,241,146,51,70,69,0.6827064157,0.1458231509,0.4780166149,0.3698094785,0.39716658,0.4714215994,0.5019540787,0.5420126915,0.5283341408,0.597215414,0.4953590631,0.5371274948,0.466047883,0.4235466421,0.5439667702
1,158,385,280,196,131,50,59,67,0.6827064157,0.1458231509,0.4870542288,0.3698094785,0.39716658,0.4909623861,0.5019540787,0.5420126915,0.5202735662,0.6052759886,0.4953590631,0.5371274948,0.466047883,0.4235466421,0.5439667702
1,173,364,374,212,101,43,76,63,0.6746458411,0.1546165049,0.502931118,0.3510014713,0.4049828947,0.5302882195,0.5268685818,0.5420126915,0.4946262836,0.6301905513,0.4953590631,0.5371274948,0.4909623861,0.4235466421,0.5439667702
1,188,340,321,289,143,41,66,75,0.6746458411,0.1629213542,0.502931118,0.3510014713,0.4049828947,0.5488519669,0.5268685818,0.5420126915,0.4672691822,0.6392281651,0.4953590631,0.5371274948,0.4995114803,0.4235466421,0.5439667702
1,189,395,378,259,116,58,75,74,0.6746458411,0.1629213542,0.502931118,0.3510014713,0.4049828947,0.5586223602,0.535417676,0.5420126915,0.4672691822,0.6392281651,0.4953590631,0.5371274948,0.4995114803,0.4235466421,0.5439667702
1,158,393,457,227,107,58,84,68,0.6663410068,0.1629213542,0.502931118,0.3510014713,0.4049828947,0.5586223602,0.535417676,0.5420126915,0.4672691822,0.6477772593,0.4953590631,0.5371274948,0.4995114803,0.4235466421,0.5439667702
1,106,214,309,172,83,66,107,47,0.6663410068,0.1629213542,0.502931118,0.3429408967,0.39716658,0.5918416977,0.535417676,0.5420126915,0.4482169151,0.6558378339,0.4953590631,0.5371274948,0.5151441097,0.4235466421,0.5439667702
1,139,387,372,211,86,73,239,129,0.6746458411,0.1629213542,0.502931118,0.3429408967,0.3891060054,0.5918416977,0.535417676,0.5420126915,0.4482169151,0.6480215192,0.4953590631,0.5278456211,0.5063507557,0.4157303274,0.5439667702
1,146,382,330,182,70,69,255,129,0.6841719747,0.1629213542,0.4853444099,0.3429408967,0.3798241317,0.5747435093,0.5266243219,0.5420126915,0.4482169151,0.6402052045,0.4953590631,0.5278456211,0.498534441,0.4157303274,0.5439667702
1,173,347,346,197,105,53,105,88,0.6919882894,0.1629213542,0.4772838354,0.3348803222,0.3712750375,0.5747435093,0.5183194876,0.5420126915,0.4404006004,0.6314118505,0.4872984886,0.5190522671,0.4904738665,0.4079140127,0.5439667702
1,169,355,450,225,110,36,50,57,0.6919882894,0.1629213542,0.4772838354,0.3270640075,0.3712750375,0.6067415476,0.5183194876,0.5420126915,0.4240351617,0.6314118505,0.4872984886,0.5190522671,0.4904738665,0.4079140127,0.5439667702
1,121,233,348,179,56,31,58,50,0.6919882894,0.1629213542,0.4772838354,0.3270640075,0.3712750375,0.6177332401,0.5183194876,0.5420126915,0.4240351617,0.6314118505,0.4872984886,0.5190522671,0.4904738665,0.4079140127,0.5439667702
1,114,180,366,166,86,32,71,47,0.6919882894,0.1551050246,0.4851001501,0.3270640075,0.3712750375,0.6177332401,0.5183194876,0.5420126915,0.4240351617,0.6314118505,0.4872984886,0.5190522671,0.4904738665,0.4079140127,0.5439667702
1,123,163,192,110,94,34,68,58,0.6998046041,0.1551050246,0.4851001501,0.3270640075,0.3712750375,0.5879335403,0.5105031729,0.5503175259,0.4240351617,0.6314118505,0.4872984886,0.5190522671,0.4904738665,0.4079140127,0.5439667702
1,143,194,122,197,116,38,57,57,0.6998046041,0.1551050246,0.4851001501,0.3270640075,0.3712750375,0.5879335403,0.5105031729,0.5503175259,0.4345383346,0.6314118505,0.4872984886,0.5190522671,0.4904738665,0.4079140127,0.5439667702
1,199,190,102,200,120,39,50,60,0.6998046041,0.1551050246,0.4851001501,0.3270640075,0.3712750375,0.5727894306,0.5105031729,0.5503175259,0.4345383346,0.6314118505,0.4872984886,0.5190522671,0.4904738665,0.4079140127,0.5439667702
1,221,209,96,153,87,37,37,71,0.7076209188,0.1551050246,0.4851001501,0.3348803222,0.3634587228,0.5439667702,0.5105031729,0.5503175259,0.4435759783,0.6233512163,0.495603323,0.5190522671,0.4821690321,0.4079140127,0.5439667702
1,233,164,177,168,96,42,45,76,0.7076209188,0.1551050246,0.4938935041,0.3348803222,0.3634587228,0.5327308178,0.5024425983,0.5503175259,0.4599413872,0.6072300673,0.5048851967,0.5190522671,0.4655593634,0.416218847,0.5439667702
1,113,289,212,118,54,45,139,56,0.7076209188,0.1551050246,0.4938935041,0.3348803222,0.3634587228,0.5327308178,0.5024425983,0.5503175259,0.4599413872,0.6072300673,0.5134342909,0.5190522671,0.4655593634,0.416218847,0.5439667702
1,143,322,352,168,48,43,91,57,0.6988275647,0.1551050246,0.4851001501,0.3348803222,0.3634587228,0.4716658592,0.4943820238,0.5503175259,0.4677577019,0.5977039337,0.5134342909,0.5109916925,0.4655593634,0.4240351617,0.5439667702
1,143,345,260,134,58,37,86,65,0.6988275647,0.1551050246,0.4763067961,0.3348803222,0.3551538885,0.4193942249,0.4670249224,0.5503175259,0.4777723551,0.5771861076,0.5134342909,0.5109916925,0.446995616,0.4240351617,0.5439667702
1,202,235,240,157,105,46,115,87,0.6907669902,0.1551050246,0.4684904814,0.3348803222,0.3468490541,0.4018075168,0.4582315683,0.5503175259,0.4777723551,0.5688812733,0.5053737164,0.5109916925,0.4386907816,0.4159745872,0.5439667702
1,223,310,218,168,143,44,73,74,0.6907669902,0.1551050246,0.4684904814,0.3348803222,0.3468490541,0.4018075168,0.4582315683,0.5422569513,0.4777723551,0.5598436594,0.5053737164,0.5109916925,0.4286760986,0.4159745872,0.5439667702
1,140,292,318,221,92,36,52,49,0.6907669902,0.1551050246,0.4684904814,0.3348803222,0.3468490541,0.410356611,0.4582315683,0.5422569513,0.4777723551,0.5598436594,0.5053737164,0.5109916925,0.4286760986,0.4159745872,0.5439667702
1,137,399,363,190,82,37,42,55,0.6907669902,0.1551050246,0.4684904814,0.3348803222,0.3468490541,0.410356611,0.4582315683,0.5422569513,0.4777723551,0.5598436594,0.5053737164,0.5109916925,0.4286760986,0.4159745872,0.5439667702
1,186,411,333,209,115,37,47,59,0.6907669902,0.1551050246,0.4684904814,0.3348803222,0.3468490541,0.4294088781,0.4582315683,0.5422569513,0.4777723551,0.5598436594,0.5053737164,0.5109916925,0.4286760986,0.4159745872,0.5439667702
1,165,333,393,184,98,44,48,57,0.6907669902,0.163165614,0.4684904814,0.3348803222,0.3385442197,0.4386907816,0.4582315683,0.5422569513,0.4777723551,0.5679042339,0.5053737164,0.5031753778,0.4367366731,0.4159745872,0.5439667702
1,198,263,404,300,176,45,40,68,0.6907669902,0.163165614,0.4684904814,0.3348803222,0.3385442197,0.4545676708,0.4582315683,0.5422569513,0.4687347412,0.5757205486,0.4975574017,0.5031753778,0.4447972775,0.4159745872,0.5361504555
1,201,223,349,273,162,42,57,64,0.6907669902,0.163165614,0.4763067961,0.3348803222,0.3385442197,0.4738641977,0.4680019617,0.5422569513,0.4687347412,0.5930629969,0.4975574017,0.4953590631,0.4538348913,0.4159745872,0.5361504555
1,169,292,283,269,158,43,65,55,0.6829506755,0.163165614,0.4858329296,0.3348803222,0.3385442197,0.4836345911,0.4680019617,0.5422569513,0.4687347412,0.5930629969,0.4975574017,0.4953590631,0.4538348913,0.4159745872,0.5361504555
1,120,306,368,232,101,51,82,55,0.6829506755,0.163165614,0.4948705435,0.3434294164,0.3463605344,0.5012212992,0.4782608747,0.5422569513,0.4687347412,0.6096726656,0.4975574017,0.4953590631,0.4704445601,0.4159745872,0.5361504555
1,131,285,306,223,109,65,141,67,0.674890101,0.163165614,0.4851001501,0.3434294164,0.3561309278,0.5100146532,0.4863214493,0.5422569513,0.4609184265,0.6184660196,0.4975574017,0.4953590631,0.4782608747,0.4159745872,0.5361504555
1,119,268,388,169,90,48,52,45,0.674890101,0.163165614,0.4851001501,0.3434294164,0.364680022,0.536883235,0.4978016615,0.5508060455,0.4609184265,0.6270151734,0.4975574017,0.5134342909,0.4875427485,0.4159745872,0.5361504555
1,134,330,430,192,85,46,49,57,0.674890101,0.163165614,0.4851001501,0.3434294164,0.364680022,0.5451880693,0.5090376139,0.5508060455,0.4609184265,0.6270151734,0.4975574017,0.5134342909,0.4875427485,0.4159745872,0.5361504555
1,197,365,346,320,165,49,62,103,0.6827064157,0.163165614,0.4851001501,0.3434294164,0.364680022,0.5635075569,0.5090376139,0.5508060455,0.4523693323,0.6270151734,0.489741087,0.5212506056,0.4875427485,0.4081582725,0.5361504555
1,309,344,322,338,214,68,68,139,0.6827064157,0.163165614,0.4851001501,0.3434294164,0.364680022,0.5832926035,0.5090376139,0.5508060455,0.4445530176,0.6270151734,0.489741087,0.5212506056,0.4953590631,0.4081582725,0.5361504555
1,192,345,386,205,99,57,44,71,0.6827064157,0.163165614,0.4951148033,0.3434294164,0.364680022,0.6038104296,0.5168539286,0.5586223602,0.4362481534,0.6358085275,0.4975574017,0.5127015114,0.5041524172,0.4081582725,0.5361504555
1,196,320,419,219,93,58,63,85,0.6827064157,0.163165614,0.4951148033,0.3434294164,0.364680022,0.6038104296,0.5168539286,0.5586223602,0.4362481534,0.6358085275,0.4975574017,0.5127015114,0.5041524172,0.4081582725,0.5361504555
1,211,513,437,228,100,56,48,76,0.6827064157,0.163165614,0.4872984886,0.3434294164,0.364680022,0.576697588,0.5168539286,0.5586223602,0.4362481534,0.6358085275,0.4975574017,0.5205178261,0.5041524172,0.4081582725,0.5361504555
1,181,544,442,282,117,57,38,68,0.6827064157,0.163165614,0.4872984886,0.3434294164,0.3724963367,0.5935515165,0.5273571014,0.5508060455,0.4362481534,0.6443576217,0.4894968271,0.5295554399,0.5041524172,0.4081582725,0.5444552898
1,173,409,385,244,131,52,44,66,0.6907669902,0.163165614,0.4872984886,0.3434294164,0.3724963367,0.6135808229,0.5356619358,0.5508060455,0.4203712642,0.6609672904,0.4816805124,0.5295554399,0.5131900311,0.4081582725,0.5444552898
1,128,295,426,217,106,41,36,54,0.6907669902,0.163165614,0.4963361025,0.3434294164,0.3724963367,0.6228626966,0.5356619358,0.5508060455,0.4125549495,0.6609672904,0.4816805124,0.5295554399,0.5131900311,0.4081582725,0.5444552898
1,154,351,271,188,75,55,111,69,0.7002931237,0.163165614,0.5041524172,0.3434294164,0.3724963367,0.5635075569,0.5356619358,0.5508060455,0.4316072166,0.6521739364,0.4816805124,0.5207620859,0.5131900311,0.4081582725,0.5444552898
1,150,319,243,144,70,44,50,61,0.7002931237,0.163165614,0.4960918427,0.3434294164,0.3724963367,0.5495847464,0.5356619358,0.5508060455,0.4316072166,0.6428920627,0.4816805124,0.5207620859,0.5131900311,0.4081582725,0.5444552898
1,185,293,367,114,67,44,102,82,0.719101131,0.1717147082,0.4709330797,0.3434294164,0.3724963367,0.45578897,0.5153883696,0.5508060455,0.4599413872,0.6138250828,0.4907181263,0.5207620859,0.4953590631,0.4081582725,0.5444552898
1,274,368,339,150,92,54,101,82,0.7391304374,0.163165614,0.4535906315,0.3434294164,0.3724963367,0.3932584226,0.488275528,0.5327308178,0.5039081573,0.5647288561,0.4907181263,0.5207620859,0.4775280952,0.4081582725,0.5356619358
